Suburb,Rooms,Type,Method,SellerG,Regionname,Propertycount,Distance,CouncilArea,Bedroom2,Bathroom,Car,Landsize,BuildingArea,Price
Docklands,2,t,S,BigginScott,Southern Metro,8314,5.14,Monash,4,1,1,262.02,479.37,963998.9375
Docklands,5,u,SP,BarryPlant,Western Metro,2928,23.16,Melbourne,5,2,3,490.25,397.97,1395068.423
Carlton,1,u,SP,BigginScott,Southern Metro,8743,23.91,Yarra,4,3,2,826.21,469.58,1177794.978
Clayton,3,h,PI,JellisCraig,Northern Metro,9540,19.54,Boroondara,5,3,2,364.53,368.19,1172043.208
Burwood,1,t,VB,JellisCraig,Northern Metro,5732,25.75,Boroondara,5,1,0,328.52,453.01,993751.9473
Burwood,3,u,S,JellisCraig,Southern Metro,2017,22.38,Yarra,5,3,3,657.97,156.41,1130455.179
Burwood,5,u,S,BigginScott,Northern Metro,3226,26.58,Yarra,2,1,2,582.05,205.44,994466.8379
Docklands,1,u,S,BarryPlant,Southern Metro,8206,13.58,Melbourne,2,1,1,154.2,388.82,642522.5481
Docklands,4,u,S,RayWhite,Northern Metro,8170,22.68,Yarra,5,3,1,173.34,241.05,1044169.242
Clayton,3,u,S,BigginScott,Western Metro,7207,29.99,Boroondara,4,1,3,678.71,426.8,1195236.282
Burwood,4,u,SP,JellisCraig,Northern Metro,3419,22.02,Melbourne,3,2,0,518.61,444.94,1263294.069
Burwood,1,h,PI,BigginScott,Western Metro,7240,4.31,Boroondara,1,2,3,973.88,184.88,697925.5283
Carlton,4,t,S,JellisCraig,Western Metro,2893,16.03,Monash,2,1,0,710.68,420.55,1070146.798
Docklands,4,t,PI,RayWhite,Southern Metro,6322,18.03,Yarra,5,2,3,109.07,119.42,958571.1696
Burwood,1,u,PI,RayWhite,Northern Metro,8718,6.05,Monash,1,1,1,532.92,200.39,638274.3539
Clayton,5,t,SP,BarryPlant,Southern Metro,7878,28.92,Boroondara,2,2,3,473,283.08,1101494.313
Clayton,4,t,S,JellisCraig,Northern Metro,2125,6.09,Monash,3,3,2,196.04,151.9,977632.0371
Burwood,4,t,SP,BarryPlant,Western Metro,4117,6.15,Monash,4,1,2,930.89,310.67,1173268.442
Docklands,5,u,S,BarryPlant,Western Metro,5161,27.54,Boroondara,5,1,3,824.51,310.41,1252301.03
Clayton,4,u,SP,RayWhite,Northern Metro,5042,14.49,Boroondara,3,1,0,307.08,143.11,804745.5138
Carlton,4,t,PI,BigginScott,Northern Metro,5433,2.83,Yarra,2,1,0,330.38,408.04,1051889.245
Clayton,4,t,S,BigginScott,Southern Metro,9638,18.35,Monash,5,1,1,128.82,334.24,1086787.46
Richmond,2,u,VB,BarryPlant,Northern Metro,3658,18.45,Melbourne,1,1,1,367.05,192.99,549932.7697
Richmond,5,h,PI,RayWhite,Northern Metro,4483,2.87,Melbourne,4,3,0,626.16,154.48,1132296.993
Docklands,4,t,VB,JellisCraig,Northern Metro,3944,29.2,Boroondara,2,3,3,478.76,445.44,1291058.902
Burwood,5,h,PI,BigginScott,Southern Metro,8210,16.78,Boroondara,4,2,1,972.33,426.08,1472827.886
Docklands,3,t,SP,BarryPlant,Northern Metro,8653,17.23,Monash,5,1,0,150.47,153.39,820848.8355
Docklands,3,h,S,BigginScott,Western Metro,9787,16.08,Boroondara,3,2,0,632.29,66.02,745454.7071
Docklands,4,h,PI,BigginScott,Southern Metro,2986,18.71,Melbourne,4,2,3,872.48,412.04,1370253.209
Docklands,5,h,SP,JellisCraig,Southern Metro,2074,8.66,Yarra,1,3,2,532.67,326.98,1168590.523
Carlton,5,u,S,RayWhite,Western Metro,5305,9.33,Yarra,2,2,0,102.67,95.4,787828.707
Carlton,5,h,S,JellisCraig,Western Metro,4007,15.83,Monash,1,3,1,318.52,314.31,1050143.013
Clayton,2,h,PI,RayWhite,Western Metro,1969,24.39,Yarra,4,2,3,391.39,253.48,957268.7072
Richmond,3,h,S,BigginScott,Northern Metro,9772,2.45,Boroondara,3,1,3,969.4,398.55,1279601.235
Docklands,5,t,PI,BarryPlant,Western Metro,3824,18.5,Boroondara,3,2,3,920.6,144.09,1124366.442
Clayton,5,h,S,JellisCraig,Northern Metro,2211,24.4,Boroondara,1,3,2,954.25,253.92,1201962.031
Richmond,2,t,VB,RayWhite,Southern Metro,1229,5.55,Boroondara,5,3,2,843.18,120.31,1051651.98
Burwood,2,h,SP,BigginScott,Southern Metro,5284,1.44,Monash,5,3,1,416.48,480.89,1312210.419
Carlton,5,h,VB,RayWhite,Western Metro,4185,10.07,Yarra,3,2,1,915.29,400.43,1396814.964
Richmond,1,u,PI,RayWhite,Northern Metro,1501,18.06,Melbourne,1,2,3,983.52,381.53,947274.1865
Burwood,5,t,VB,RayWhite,Western Metro,1048,5.01,Yarra,1,3,1,415.06,360.59,1145016.613
Richmond,5,h,PI,BigginScott,Western Metro,4566,13.36,Boroondara,1,1,0,334.5,240.5,898859.6676
Carlton,2,t,S,BarryPlant,Northern Metro,4055,17.02,Melbourne,4,1,2,592.22,465.48,1062517.572
Carlton,2,t,S,BarryPlant,Western Metro,9880,18.37,Monash,5,2,3,268.44,82.81,699422.9898
Clayton,5,u,PI,BarryPlant,Southern Metro,1386,8.96,Boroondara,5,2,3,129.36,411.47,1263028.849
Docklands,5,u,VB,RayWhite,Western Metro,1969,12.6,Boroondara,4,3,0,951.25,146.85,1245206.677
Richmond,5,u,S,BigginScott,Northern Metro,6820,23.57,Melbourne,2,2,0,933.17,195.81,1027300.288
Richmond,2,u,SP,RayWhite,Northern Metro,4052,28.3,Monash,4,2,0,246.39,283.74,803003.0606
Burwood,5,u,S,BarryPlant,Southern Metro,8397,25.99,Melbourne,1,3,0,466.97,402.19,1185963.994
Carlton,5,u,SP,BarryPlant,Northern Metro,3302,17.36,Monash,4,3,3,847.93,427.34,1576244.938
Richmond,4,u,VB,BigginScott,Northern Metro,3283,12.9,Boroondara,1,2,2,694.9,312.68,1065660.537
Carlton,1,u,SP,RayWhite,Southern Metro,5366,10.66,Yarra,3,1,2,455.31,231.37,716697.2392
Richmond,3,h,SP,JellisCraig,Western Metro,1122,4.62,Boroondara,1,2,0,769.75,475.93,1167101.086
Clayton,1,t,SP,JellisCraig,Southern Metro,7799,4.09,Yarra,5,1,1,907.34,160.93,922994.8905
Docklands,4,u,SP,BarryPlant,Western Metro,4727,20.96,Yarra,4,1,3,933.54,411.39,1405727.594
Richmond,3,u,S,BigginScott,Southern Metro,9450,8.53,Monash,1,1,2,440.96,325.42,745639.9202
Carlton,5,t,SP,RayWhite,Western Metro,5958,8.39,Melbourne,2,3,0,256.2,219.6,981362.8956
Clayton,4,h,S,RayWhite,Southern Metro,1524,29.95,Monash,3,3,1,921.55,50.62,1042710.793
Richmond,5,t,SP,BarryPlant,Western Metro,9399,6.45,Boroondara,2,3,1,183.3,250.97,1090949.337
Burwood,2,t,PI,BarryPlant,Southern Metro,1148,5.29,Melbourne,2,2,0,749.52,174.52,811425.3306
Docklands,4,u,VB,RayWhite,Western Metro,9001,3.86,Yarra,2,3,3,226.45,96.96,781935.6851
Richmond,2,t,SP,RayWhite,Southern Metro,1437,17.81,Yarra,3,3,2,450.45,83.82,712604.3566
Clayton,4,t,PI,BarryPlant,Northern Metro,4749,19.21,Boroondara,3,2,1,470.4,206.4,922568.412
Burwood,4,u,SP,RayWhite,Western Metro,9186,11.59,Melbourne,3,2,2,242.88,326.64,1044879.944
Clayton,2,u,SP,JellisCraig,Southern Metro,5453,16.53,Boroondara,3,1,2,930.41,426.88,1092011.897
Clayton,3,u,SP,BarryPlant,Western Metro,6336,23.86,Boroondara,2,2,1,102.4,132.6,491086.8917
Burwood,1,u,PI,RayWhite,Western Metro,5551,24.73,Monash,5,2,0,904.43,241.09,903504.5493
Clayton,5,t,VB,BarryPlant,Southern Metro,3823,28.78,Boroondara,5,3,1,895.45,226.38,1322802.544
Burwood,4,t,PI,BigginScott,Western Metro,6728,24.9,Melbourne,3,1,1,385.27,281.03,878486.8755
Richmond,5,h,VB,BarryPlant,Southern Metro,9677,17.38,Boroondara,4,1,3,733.86,414.31,1293791.528
Burwood,2,h,SP,BarryPlant,Northern Metro,9391,6.21,Melbourne,1,2,2,327.53,299.14,869947.5315
Burwood,5,t,S,BigginScott,Western Metro,2982,3.89,Yarra,4,3,0,782.9,430.99,1445428.905
Docklands,2,h,SP,JellisCraig,Northern Metro,7996,2.58,Boroondara,4,3,2,605.01,283.35,1025547.265
Burwood,5,t,VB,RayWhite,Western Metro,3311,20.33,Melbourne,4,3,1,370.2,321.73,1266157.171
Burwood,1,h,PI,BigginScott,Western Metro,8225,24.42,Yarra,5,3,0,460.21,246.82,952186.4711
Richmond,1,u,SP,BarryPlant,Western Metro,1604,15.75,Melbourne,1,2,0,720.9,420.39,998690.7832
Docklands,1,h,PI,RayWhite,Southern Metro,9175,2.59,Yarra,4,3,0,915.49,465.72,1285635.651
Carlton,1,u,PI,BigginScott,Northern Metro,6785,16.53,Monash,3,1,0,217.65,337.62,714655.4415
Richmond,1,u,PI,RayWhite,Western Metro,5597,28.14,Boroondara,5,1,3,614.23,419.35,976978.605
Richmond,1,u,SP,RayWhite,Southern Metro,8759,18.33,Boroondara,3,2,0,328.36,76.55,474933.8809
Carlton,2,u,PI,BigginScott,Western Metro,8532,24.47,Yarra,3,3,1,821.24,457.75,1194029.078
Burwood,4,h,PI,RayWhite,Southern Metro,9740,24.2,Monash,4,3,3,163.21,135.02,969311.1603
Clayton,5,t,SP,JellisCraig,Western Metro,1838,28.03,Melbourne,3,3,1,720.06,165.43,1136163.826
Docklands,1,u,PI,BigginScott,Northern Metro,4815,23.34,Monash,1,3,1,257.45,74,407583.6631
Clayton,2,h,SP,JellisCraig,Northern Metro,1847,22.68,Melbourne,3,2,2,636.75,484.43,1062867.449
Carlton,2,u,VB,BarryPlant,Western Metro,5709,7.79,Melbourne,4,3,0,852.12,433.4,1241986.403
Richmond,2,h,VB,RayWhite,Southern Metro,5507,2.74,Boroondara,3,2,0,779.57,460.93,1130803.028
Richmond,4,h,VB,BarryPlant,Western Metro,7575,16.01,Yarra,5,3,1,777.65,431.25,1424051.157
Docklands,5,h,PI,BarryPlant,Southern Metro,5773,4.61,Boroondara,5,3,0,566.06,265.79,1289754.303
Richmond,4,t,S,RayWhite,Western Metro,5468,28.9,Boroondara,5,1,3,901.67,465.84,1488681.623
Richmond,3,h,S,BigginScott,Southern Metro,6192,9.41,Boroondara,2,2,2,629.29,486.26,1190550.447
Docklands,2,h,PI,RayWhite,Northern Metro,4320,25.74,Melbourne,5,1,0,925.77,276.16,976808.4823
Docklands,3,t,S,BarryPlant,Western Metro,5698,12.24,Boroondara,5,2,0,591.87,129.03,1012351.982
Carlton,1,t,SP,BarryPlant,Northern Metro,5311,10.37,Melbourne,2,3,3,555.37,346.38,924175.5759
Richmond,1,h,S,BigginScott,Northern Metro,4673,28.12,Yarra,5,3,2,300.12,488.95,1131485.882
Richmond,4,t,PI,RayWhite,Western Metro,2564,11.54,Melbourne,4,2,3,590.31,442.47,1286880.098
Carlton,5,u,PI,BarryPlant,Western Metro,2840,12.32,Melbourne,5,1,1,226.53,437.82,1182058.323
Burwood,3,u,SP,JellisCraig,Southern Metro,7058,4.08,Monash,5,2,1,882.72,470.22,1315386.282
Burwood,5,t,VB,BarryPlant,Southern Metro,8131,20.44,Boroondara,2,2,0,708.3,452.28,1224130.288
Burwood,4,t,PI,BarryPlant,Northern Metro,1726,9.38,Boroondara,4,3,2,994.27,399.33,1287113.946
Carlton,1,h,SP,BigginScott,Southern Metro,7697,17.98,Boroondara,3,1,1,182.89,373.22,730274.0137
Richmond,5,t,S,JellisCraig,Southern Metro,1282,18.15,Boroondara,1,2,3,316.61,169.15,949250.4428
Carlton,5,h,S,BarryPlant,Western Metro,2081,21.86,Monash,4,1,1,889.44,329.6,1227216.378
Carlton,1,u,SP,BarryPlant,Southern Metro,4885,22.61,Monash,3,1,1,455.73,284.67,859363.3945
Burwood,3,t,SP,JellisCraig,Northern Metro,3881,15.92,Monash,4,2,3,519.67,437.87,1283089.89
Clayton,1,h,PI,RayWhite,Southern Metro,3970,10.6,Monash,3,1,0,874.59,271.27,822735.8083
Richmond,5,h,S,RayWhite,Northern Metro,7985,25.29,Boroondara,3,3,2,569.64,107.48,992817.9089
Burwood,3,u,SP,BarryPlant,Western Metro,1947,9.99,Melbourne,4,3,0,274.13,52.24,674624.1059
Clayton,3,t,S,BarryPlant,Northern Metro,5760,15.72,Yarra,2,3,3,902.83,355.04,1200204.816
Clayton,1,u,SP,RayWhite,Southern Metro,1066,12.64,Monash,4,3,1,127.96,297.46,819254.0323
Docklands,5,h,S,BigginScott,Western Metro,9828,25.8,Melbourne,4,1,2,905.86,198.93,1160468.644
Richmond,4,h,VB,JellisCraig,Southern Metro,9505,13.53,Monash,3,3,0,145.47,126.04,873147.156
Clayton,5,t,PI,JellisCraig,Western Metro,1564,12.2,Boroondara,1,2,3,699.26,260.02,1174652.105
Burwood,2,h,S,BigginScott,Western Metro,4670,21,Boroondara,3,3,1,164.51,95.13,678116.6946
Docklands,4,t,VB,BigginScott,Southern Metro,3251,18.47,Melbourne,5,2,1,735.59,201.25,1158250.299
Richmond,3,u,S,BigginScott,Southern Metro,1804,4.11,Melbourne,4,2,0,130.57,220.65,804043.2369
Carlton,4,t,S,BigginScott,Western Metro,5631,15.74,Melbourne,4,3,3,858.21,259.53,1276747.096
Burwood,3,t,VB,BigginScott,Western Metro,2235,22.33,Boroondara,2,3,1,519.35,259.98,976366.6727
Clayton,3,h,S,BigginScott,Southern Metro,7720,29.77,Boroondara,3,1,1,184.11,165.65,675046.0919
Clayton,4,h,S,JellisCraig,Northern Metro,7906,19.25,Yarra,2,2,2,736.14,432.59,1266474.359
Burwood,3,t,PI,BigginScott,Southern Metro,7016,11.74,Melbourne,4,3,1,540.36,209.99,959289.2142
Clayton,3,h,VB,RayWhite,Western Metro,4549,7.56,Yarra,3,1,0,271.85,153.31,648254.8857
Docklands,2,h,VB,BigginScott,Southern Metro,8938,26.31,Monash,3,3,3,114.11,129.11,660997.3452
Richmond,5,h,SP,BigginScott,Northern Metro,5141,24.62,Yarra,5,3,3,476.2,195.16,1194588.894
Docklands,5,t,S,JellisCraig,Southern Metro,7966,7.78,Monash,5,3,2,177.07,80.4,989156.7887
Clayton,2,h,PI,JellisCraig,Western Metro,6335,6.82,Monash,1,2,3,184.75,64.81,561689.5568
Carlton,4,t,S,BigginScott,Southern Metro,6077,21.74,Yarra,5,3,0,340.6,322.31,1176561.609
Richmond,1,h,S,JellisCraig,Western Metro,6611,10.13,Melbourne,3,1,1,667.41,328.62,774627.6134
Richmond,1,u,SP,BarryPlant,Western Metro,9089,9.89,Monash,5,3,2,576.92,288.31,941287.9766
Burwood,1,h,S,JellisCraig,Southern Metro,3892,5.42,Melbourne,1,3,3,162.09,393.03,790857.1236
Burwood,2,h,PI,JellisCraig,Western Metro,6577,8.66,Boroondara,4,1,2,971.59,67.62,860817.0515
Carlton,2,t,PI,JellisCraig,Western Metro,4618,13.4,Monash,5,1,2,898.45,471.19,1320873.847
Richmond,3,t,SP,JellisCraig,Northern Metro,2559,22.25,Boroondara,3,2,3,333.3,92.78,683231.7502
Carlton,1,h,S,RayWhite,Northern Metro,7683,10.75,Yarra,4,2,2,210.1,353.31,874957.6232
Burwood,4,u,PI,RayWhite,Northern Metro,2507,10.53,Melbourne,3,2,3,948.16,110.03,1024384.377
Burwood,4,h,S,RayWhite,Northern Metro,3063,9.26,Yarra,4,2,0,515.03,445.96,1224257.961
Richmond,1,h,S,BigginScott,Western Metro,4642,14.87,Monash,3,1,3,380.05,279.82,690622.9061
Docklands,1,u,S,BigginScott,Southern Metro,3000,6.24,Boroondara,5,3,1,541.32,87.03,768422.8376
Clayton,1,t,SP,BarryPlant,Western Metro,2294,15.08,Monash,5,3,3,795.47,327.53,1080712.027
Burwood,2,h,S,RayWhite,Western Metro,5065,21.42,Yarra,1,3,1,251.55,54.1,526272.4538
Burwood,2,t,PI,BigginScott,Western Metro,9014,1.86,Melbourne,4,2,2,790.75,399.21,1213847.892
Docklands,2,t,S,JellisCraig,Southern Metro,2603,1.28,Melbourne,1,1,3,774.5,342.76,936671.876
Docklands,5,u,PI,JellisCraig,Northern Metro,2322,3.18,Monash,2,1,1,585.41,145.68,996990.5805
Carlton,4,u,S,RayWhite,Western Metro,6956,16.53,Monash,5,1,3,879.26,218.64,1198735.861
Carlton,4,t,PI,BarryPlant,Western Metro,3441,25.78,Boroondara,4,3,3,218.93,53.51,887914.9035
Clayton,3,h,PI,BarryPlant,Northern Metro,2098,1.14,Yarra,1,2,3,635.93,362.16,1050583.78
Clayton,2,t,S,JellisCraig,Western Metro,6073,28.16,Monash,1,1,0,504.41,195.2,577733.0915
Richmond,5,h,S,BarryPlant,Southern Metro,9488,4.08,Boroondara,2,2,1,480.06,307.22,986936.5826
Carlton,5,h,PI,RayWhite,Western Metro,4787,25.42,Monash,1,1,0,327.3,480.53,1128528.558
Burwood,4,u,VB,JellisCraig,Western Metro,3096,15,Melbourne,3,2,0,435.05,184.76,815508.5458
Carlton,2,h,SP,BigginScott,Northern Metro,3208,20.12,Boroondara,5,1,1,197.34,495.61,1100892.053
Burwood,3,h,VB,BigginScott,Western Metro,6988,15.81,Boroondara,1,2,3,326.44,334.73,940202.6872
Docklands,2,t,VB,BarryPlant,Western Metro,1175,14.83,Monash,1,1,0,344.77,158.94,489894.9427
Carlton,1,u,S,JellisCraig,Southern Metro,8169,25.21,Yarra,2,1,0,748.6,246.55,689325.5168
Docklands,2,h,SP,JellisCraig,Northern Metro,7014,22.92,Melbourne,3,2,0,143.7,383.2,855733.0697
Clayton,1,h,VB,BigginScott,Northern Metro,2667,15.02,Yarra,1,2,3,686.07,250.92,720632.4341
Clayton,1,u,S,JellisCraig,Southern Metro,9867,4.24,Boroondara,5,3,0,299.27,80.83,707637.0095
Richmond,3,t,VB,JellisCraig,Western Metro,2823,4.35,Yarra,5,2,2,173.68,125.87,859407.4891
Carlton,4,u,VB,JellisCraig,Northern Metro,6147,24.24,Boroondara,1,1,1,370.73,406.08,895150.928
Docklands,2,u,S,BarryPlant,Northern Metro,2356,16.35,Yarra,3,1,2,302.03,341.77,801223.5496
Burwood,1,h,S,JellisCraig,Western Metro,4072,14.97,Monash,5,2,3,596.83,306.42,993628.6577
Clayton,2,h,S,RayWhite,Western Metro,4259,20.74,Yarra,5,3,0,421.64,125.43,898951.0165
Clayton,4,t,SP,BarryPlant,Northern Metro,7199,25.91,Boroondara,3,2,1,969.39,426.99,1360421.25
Burwood,4,h,VB,JellisCraig,Western Metro,1546,19.24,Melbourne,3,1,0,967.19,482.33,1185941.085
Docklands,5,h,S,JellisCraig,Northern Metro,6231,23.12,Melbourne,1,1,3,499.34,68.4,773602.2911
Docklands,4,u,PI,RayWhite,Western Metro,8965,23.19,Melbourne,4,3,1,815.58,85.11,1073417.681
Carlton,3,h,VB,BarryPlant,Western Metro,3083,11.33,Boroondara,2,2,2,111.94,448.13,941714.0091
Carlton,1,t,PI,BigginScott,Southern Metro,3040,8.95,Yarra,4,1,1,593.03,417,911038.3822
Richmond,5,u,SP,BigginScott,Western Metro,5534,24.23,Melbourne,4,1,0,768.97,328.07,1181413.266
Clayton,3,t,S,BarryPlant,Southern Metro,2752,11.94,Melbourne,5,1,1,295.25,475.23,1118406.144
Carlton,2,u,PI,JellisCraig,Western Metro,2849,27.2,Melbourne,3,2,3,155.05,340.89,828450.329
Docklands,1,h,SP,JellisCraig,Northern Metro,3642,3.02,Monash,5,2,3,240.33,147.19,762285.5185
Burwood,4,u,S,BigginScott,Northern Metro,2600,2.69,Boroondara,2,3,1,497.66,377.89,1104152.927
Docklands,1,u,PI,BigginScott,Western Metro,5402,27.88,Boroondara,1,1,3,555.73,340.57,705481.0629
Clayton,2,h,PI,BigginScott,Western Metro,4799,19.81,Boroondara,2,1,3,442.8,493.59,986495.405
Docklands,5,h,SP,RayWhite,Northern Metro,1618,12.01,Boroondara,5,3,3,495.98,146.25,1258989.828
Richmond,5,t,S,BigginScott,Western Metro,2132,22.9,Boroondara,5,1,2,523.21,319.05,1252276.993
Clayton,5,t,S,RayWhite,Southern Metro,6491,20.5,Monash,5,3,0,792.49,401.08,1498270.192
Burwood,4,h,PI,BarryPlant,Southern Metro,6795,16.4,Yarra,5,3,3,194.72,202.54,1085268.564
Richmond,3,h,PI,JellisCraig,Southern Metro,8633,3.87,Monash,4,1,1,792.06,220.86,931128.9528
Clayton,3,h,PI,BigginScott,Southern Metro,2487,24.55,Melbourne,1,2,3,719.76,449.56,1103484.711
Burwood,1,u,S,JellisCraig,Southern Metro,8848,26.11,Monash,4,2,2,767.49,231.89,861637.2034
Richmond,4,u,SP,JellisCraig,Western Metro,6009,5.99,Boroondara,5,2,1,761.02,331.13,1324014
Richmond,5,u,SP,BigginScott,Western Metro,3113,25.66,Monash,3,2,0,523.53,450.16,1291985.837
Clayton,5,h,S,BigginScott,Southern Metro,2044,26.46,Boroondara,4,1,1,290.26,144.42,828132.7149
Carlton,2,t,VB,BarryPlant,Western Metro,3431,16.93,Monash,5,3,1,582.97,491.84,1349363.654
Richmond,2,h,SP,RayWhite,Western Metro,8979,20.03,Boroondara,5,3,1,962.18,365.88,1247936.428
Richmond,5,u,PI,RayWhite,Southern Metro,2582,12.08,Melbourne,1,1,1,629.67,273.25,1024819.901
Burwood,5,u,VB,JellisCraig,Western Metro,2308,9.17,Boroondara,2,2,3,109.94,243.91,1009508.897
Docklands,4,h,VB,BigginScott,Western Metro,5917,21.94,Monash,4,3,0,153.74,479.46,1097478.566
Clayton,3,h,SP,BarryPlant,Western Metro,9793,25.99,Melbourne,4,1,3,993.58,142.58,1023383.885
Clayton,2,u,VB,BarryPlant,Southern Metro,2620,19.97,Monash,4,1,2,164.75,190.26,687056.1967
Carlton,3,u,VB,BarryPlant,Western Metro,8503,15.84,Melbourne,5,2,2,141.44,188.51,759847.4001
Carlton,4,u,SP,BarryPlant,Northern Metro,5766,5.61,Yarra,1,1,1,417.72,180.05,698739.6454
Clayton,5,h,SP,BarryPlant,Northern Metro,6362,2.55,Yarra,5,3,3,972.39,260.84,1419826.573
Carlton,3,u,VB,RayWhite,Southern Metro,6192,13.93,Yarra,5,3,3,386.81,495.13,1383455.569
Burwood,5,u,PI,RayWhite,Northern Metro,7622,2.43,Monash,3,1,0,468.9,449.95,1191808.102
Clayton,5,t,S,RayWhite,Southern Metro,7093,17.51,Monash,1,3,0,670.67,197.58,1036187.066
Carlton,1,h,VB,BigginScott,Northern Metro,7704,12.1,Melbourne,4,1,0,121.7,240.29,598993.5819
Clayton,3,t,VB,JellisCraig,Northern Metro,1100,22.96,Melbourne,2,3,3,907.99,351.27,1258062.214
Docklands,3,t,PI,BarryPlant,Northern Metro,7657,9.86,Melbourne,4,2,0,567.5,57.72,814021.5578
Richmond,5,u,VB,BigginScott,Southern Metro,6875,18.2,Melbourne,5,3,0,520.13,419.07,1413251.774
Clayton,4,h,VB,BarryPlant,Southern Metro,5271,16.59,Boroondara,1,2,0,874.65,445.91,1141148.35
Richmond,1,u,S,RayWhite,Western Metro,1237,1.14,Yarra,1,2,1,957.77,435.74,999062.9708
Carlton,5,h,S,BigginScott,Southern Metro,8226,3.1,Boroondara,1,1,2,481.08,218.77,1052187.59
Richmond,2,t,S,RayWhite,Northern Metro,9032,9.42,Boroondara,3,2,2,255.2,257.9,844223.3643
Clayton,2,h,SP,BarryPlant,Northern Metro,6218,26.58,Boroondara,4,3,3,834.14,55.57,868844.8608
Docklands,1,u,SP,BarryPlant,Southern Metro,5025,5.26,Boroondara,3,3,3,462.93,229.73,931231.9945
Carlton,4,u,S,JellisCraig,Southern Metro,7073,21.62,Yarra,2,2,1,941.99,257.19,1060617.319
Clayton,5,u,S,BarryPlant,Southern Metro,3542,29.23,Boroondara,5,1,2,954.91,458.14,1530328.202
Carlton,3,h,SP,RayWhite,Western Metro,2537,23.93,Melbourne,3,2,0,203.35,452.29,1020985.008
Burwood,1,t,PI,BarryPlant,Northern Metro,1754,8.05,Monash,3,3,0,960.9,484.74,1192116.454
Richmond,4,t,VB,JellisCraig,Western Metro,8396,27.34,Melbourne,5,3,3,431.44,448.3,1398673.486
Burwood,3,h,VB,JellisCraig,Western Metro,8823,3.7,Monash,1,2,2,681.63,53.69,695800.5787
Clayton,2,u,S,RayWhite,Northern Metro,6507,14.58,Melbourne,5,2,3,131.28,338.66,948577.0146
Docklands,2,t,PI,BigginScott,Northern Metro,5235,26.74,Melbourne,4,2,3,900,80.71,824868.2958
Carlton,3,u,SP,BarryPlant,Southern Metro,1540,19.6,Monash,5,3,0,677.44,172.67,989651.0485
Richmond,1,h,S,JellisCraig,Southern Metro,6510,13,Yarra,1,3,0,679.2,310.24,840698.185
Carlton,2,u,PI,BarryPlant,Western Metro,9461,9.49,Boroondara,5,3,2,911.96,365.28,1234732.284
Clayton,5,t,PI,BarryPlant,Southern Metro,8926,11.88,Melbourne,3,1,3,557.51,344.58,1136332.506
Carlton,3,t,PI,BigginScott,Southern Metro,6131,15.76,Yarra,2,3,1,469.46,72.08,894284.195
Richmond,3,u,SP,JellisCraig,Northern Metro,9697,10.25,Boroondara,3,3,2,879.52,96.62,1094943.271
Clayton,2,h,SP,BarryPlant,Northern Metro,2129,29.1,Yarra,2,1,3,768.18,107.86,747355.2047
Carlton,1,u,VB,JellisCraig,Southern Metro,4145,28.06,Yarra,5,1,2,954.08,91.14,843439.5869
Docklands,5,h,VB,RayWhite,Northern Metro,9553,26.25,Boroondara,4,1,2,946.11,130.21,1073422.168
Clayton,1,u,PI,RayWhite,Southern Metro,4720,13.23,Melbourne,5,1,2,444.09,359.82,863784.9531
